TIMESTEP,Year,Month,State,V_HW_Tmax_F,original,,V_HW_Precipitation_inch
6/1/1983,1983,Jun,New York,86.58,3.05,1.177106099,4.23
6/1/1983,1983,Jun,North Carolina,89.24,4.09,0,4.09
6/1/1983,1983,Jun,North Dakota,83.59,2.96,0,2.96
6/1/1983,1983,Jun,Ohio,86.81,3.08,0,3.08
6/1/1983,1983,Jun,Oklahoma,92.39,4.07,0,4.07
6/1/1983,1983,Jun,Oregon,84.79,1.82,2.124200068,3.94
6/1/1983,1983,Jun,Pennsylvania,86.28,5,0,5
6/1/1983,1983,Jun,Rhode Island,81.48,2.52,0,2.52
6/1/1983,1983,Jun,South Carolina,90.37,3.52,1.814417494,5.33
6/1/1983,1983,Jun,South Dakota,84.84,3.65,1.334197699,4.98
6/1/1983,1983,Jun,Tennessee,88.65,3.7,1.713352436,5.41
6/1/1983,1983,Jun,Texas,105.14,2.79,-1.374614157,1.42
6/1/1983,1983,Jun,Utah,96.98,0.95,-0.632522852,0.32
6/1/1983,1983,Jun,Vermont,83.02,2.71,0,2.71
6/1/1983,1983,Jun,Virginia,89.26,3.49,0,3.49
6/1/1983,1983,Jun,Washington,82.08,2.76,-2.555837471,0.2
6/1/1983,1983,Jun,West Virginia,86.66,3.32,1.346319937,4.67
6/1/1983,1983,Jun,Wisconsin,85.04,2.33,0,2.33
6/1/1983,1983,Jun,Wyoming,83.77,2.05,0,2.05
7/1/1983,1983,Jul,Alabama,95.75,2.04,-1.913030304,0.13
7/1/1983,1983,Jul,Arizona,112.02,1.94,-0.826791784,1.11
7/1/1983,1983,Jul,Arkansas,97.56,2.52,-1.958623226,0.56
7/1/1983,1983,Jul,California,112.82,0.18,-2.131408253,0.09
7/1/1983,1983,Jul,Colorado,99.57,1.94,0.696928566,2.64
7/1/1983,1983,Jul,Connecticut,88.91,1.88,-1.749992199,0.13
7/1/1983,1983,Jul,Delaware,93.03,1.15,-1.581583976,0.58
7/1/1983,1983,Jul,District of Columbia,91.15,1.36,0,1.36
7/1/1983,1983,Jul,Florida,97.45,5.72,0,5.72
7/1/1983,1983,Jul,Georgia,97.74,2.72,1.734505994,4.45
7/1/1983,1983,Jul,Idaho,92.57,2.36,-1.094930677,1.27
7/1/1983,1983,Jul,Illinois,96.51,1.9,1.503040962,3.4
7/1/1983,1983,Jul,Indiana,94.04,2.17,1.478054356,3.65
7/1/1983,1983,Jul,Iowa,95.47,2.73,0,2.73
7/1/1983,1983,Jul,Kansas,101.24,0.77,-1.62301073,0.39
7/1/1983,1983,Jul,Kentucky,95.54,2.71,0,2.71
7/1/1983,1983,Jul,Louisiana,95.89,2.32,-2.276327511,0.04
7/1/1983,1983,Jul,Maine,86.4,4.68,1.365409241,6.05
7/1/1983,1983,Jul,Maryland,94.13,1.33,-1.446535456,0.67
7/1/1983,1983,Jul,Massachusetts,88.81,2.03,0,2.03
7/1/1983,1983,Jul,Michigan,93.01,2.43,0,2.43
7/1/1983,1983,Jul,Minnesota,92.83,3.57,-1.611734087,1.96
7/1/1983,1983,Jul,Mississippi,95.36,2.18,2.041266881,4.22
7/1/1983,1983,Jul,Missouri,98.29,1.73,-1.703103189,0.03
7/1/1983,1983,Jul,Montana,96.04,2.71,0.836228518,3.55
7/1/1983,1983,Jul,Nebraska,98.39,2.09,-1.474480896,0.62
7/1/1983,1983,Jul,Nevada,110.13,0.18,0,0.18
7/1/1983,1983,Jul,New Hampshire,87.52,2.59,0,2.59
7/1/1983,1983,Jul,New Jersey,92.8,1.89,1.574216376,3.46
7/1/1983,1983,Jul,New Mexico,100.85,1.66,-0.860242829,0.8
7/1/1983,1983,Jul,New York,91.1,1.89,0,1.89
7/1/1983,1983,Jul,North Carolina,95.83,2.36,0,2.36
7/1/1983,1983,Jul,North Dakota,93.52,2.74,-1.303599854,1.44
7/1/1983,1983,Jul,Ohio,93.36,3.68,-1.277318979,2.4
7/1/1983,1983,Jul,Oklahoma,100.77,0.85,-1.697151286,0.43
7/1/1983,1983,Jul,Oregon,91.41,1.73,0,1.73
7/1/1983,1983,Jul,Pennsylvania,92.2,2.26,-1.278268482,0.98
7/1/1983,1983,Jul,Rhode Island,87,1.67,1.753651829,3.42
7/1/1983,1983,Jul,South Carolina,97.28,3.54,1.814417494,5.35
7/1/1983,1983,Jul,South Dakota,96.77,2.55,1.334197699,3.88
7/1/1983,1983,Jul,Tennessee,95.34,2.36,1.713352436,4.07
7/1/1983,1983,Jul,Texas,104.52,1.98,-1.374614157,0.61
7/1/1983,1983,Jul,Utah,102.85,1.31,0,1.31
7/1/1983,1983,Jul,Vermont,86.5,2.86,-1.426016463,1.43
7/1/1983,1983,Jul,Virginia,95.3,1.78,0,1.78
7/1/1983,1983,Jul,Washington,88.63,3.59,0,3.59
7/1/1983,1983,Jul,West Virginia,92.68,4.27,1.346319937,5.62
7/1/1983,1983,Jul,Wisconsin,91.86,3.87,-1.577388262,2.29
7/1/1983,1983,Jul,Wyoming,95.66,1.44,0.67124255,2.11
8/1/1983,1983,Aug,Alabama,96.62,2.98,1.913030304,4.89
8/1/1983,1983,Aug,Arizona,108.08,2.73,-0.826791784,1.9
8/1/1983,1983,Aug,Arkansas,101.7,1.52,1.958623226,3.48
8/1/1983,1983,Aug,California,108.09,1.75,2.131408253,3.88
8/1/1983,1983,Aug,Colorado,99.56,2.11,0.696928566,2.81
8/1/1983,1983,Aug,Connecticut,86.29,3.3,-1.749992199,1.55
8/1/1983,1983,Aug,Delaware,90.47,3.93,0,3.93
8/1/1983,1983,Aug,District of Columbia,89.84,2.8,-1.564456752,1.24
8/1/1983,1983,Aug,Florida,96.49,6.27,2.59240158,8.86
8/1/1983,1983,Aug,Georgia,97.83,3.2,1.734505994,4.93
8/1/1983,1983,Aug,Idaho,94.89,2.12,1.094930677,3.21
8/1/1983,1983,Aug,Illinois,99.56,2.37,1.503040962,3.87
8/1/1983,1983,Aug,Indiana,96,2.42,-1.478054356,0.94
8/1/1983,1983,Aug,Iowa,99.29,2.47,1.963361456,4.43
8/1/1983,1983,Aug,Kansas,104.27,1.3,0,1.3
8/1/1983,1983,Aug,Kentucky,98.75,2.05,1.586495717,3.64
8/1/1983,1983,Aug,Louisiana,97.37,6.18,-2.276327511,3.9
8/1/1983,1983,Aug,Maine,84.55,3.67,0,3.67
8/1/1983,1983,Aug,Maryland,92.82,2.72,1.446535456,4.17
8/1/1983,1983,Aug,Massachusetts,85.91,4.12,0,4.12
8/1/1983,1983,Aug,Michigan,90.62,3.06,0,3.06
8/1/1983,1983,Aug,Minnesota,94.72,3.94,1.611734087,5.55
8/1/1983,1983,Aug,Mississippi,97.39,2.71,2.041266881,4.75
8/1/1983,1983,Aug,Missouri,102.34,1.55,0,1.55
8/1/1983,1983,Aug,Montana,98.72,1.08,0.836228518,1.92
8/1/1983,1983,Aug,Nebraska,101.72,1.54,-1.474480896,0.07
8/1/1983,1983,Aug,Nevada,105.35,2.73,0,2.73
8/1/1983,1983,Aug,New Hampshire,84.64,5,-1.507383023,3.49
8/1/1983,1983,Aug,New Jersey,90.41,3.27,-1.574216376,1.7
8/1/1983,1983,Aug,New Mexico,99.69,1.69,0,1.69
8/1/1983,1983,Aug,New York,88.23,4.86,-1.177106099,3.68
8/1/1983,1983,Aug,North Carolina,96.07,2.81,0,2.81
8/1/1983,1983,Aug,North Dakota,96.38,1.94,-1.303599854,0.64
8/1/1983,1983,Aug,Ohio,93.96,2.19,-1.277318979,0.91
8/1/1983,1983,Aug,Oklahoma,104.32,1.45,1.697151286,3.15
8/1/1983,1983,Aug,Oregon,94.48,1.69,-2.124200068,0.85
8/1/1983,1983,Aug,Pennsylvania,90.85,3.15,1.278268482,4.43
8/1/1983,1983,Aug,Rhode Island,83.4,4.19,1.753651829,5.94
8/1/1983,1983,Aug,South Carolina,97.55,3.01,-1.814417494,1.2
8/1/1983,1983,Aug,South Dakota,100.06,1.97,0,1.97
8/1/1983,1983,Aug,Tennessee,98.6,2.18,-1.713352436,0.47
8/1/1983,1983,Aug,Texas,104.81,2.12,0,2.12
8/1/1983,1983,Aug,Utah,100.26,2.28,0,2.28
8/1/1983,1983,Aug,Vermont,82.85,6.32,-1.426016463,4.89
8/1/1983,1983,Aug,Virginia,95.13,2.46,1.422970034,3.88
8/1/1983,1983,Aug,Washington,93.88,1.4,-2.555837471,0.7
8/1/1983,1983,Aug,West Virginia,92.84,2.75,-1.346319937,1.4
8/1/1983,1983,Aug,Wisconsin,91.55,4.85,1.577388262,6.43
8/1/1983,1983,Aug,Wyoming,96.81,1.64,-0.67124255,0.97
9/1/1983,1983,Sep,Alabama,88.06,4.73,-1.913030304,2.82
9/1/1983,1983,Sep,Arizona,105.66,3.36,0,3.36
9/1/1983,1983,Sep,Arkansas,91.9,1.78,-1.958623226,0.89
9/1/1983,1983,Sep,California,106.26,0.98,0,0.98
9/1/1983,1983,Sep,Colorado,93.19,0.73,-0.696928566,0.03
9/1/1983,1983,Sep,Connecticut,82.06,1.83,0,1.83
9/1/1983,1983,Sep,Delaware,84.82,3.6,0,3.6
9/1/1983,1983,Sep,District of Columbia,81.94,2.68,0,2.68
9/1/1983,1983,Sep,Florida,92.75,6.71,0,6.71
9/1/1983,1983,Sep,Georgia,88.24,4.94,1.734505994,6.67
9/1/1983,1983,Sep,Idaho,81.84,1.52,0,1.52
9/1/1983,1983,Sep,Illinois,87.63,2.57,1.503040962,4.07
9/1/1983,1983,Sep,Indiana,86.76,1.76,1.478054356,3.24
9/1/1983,1983,Sep,Iowa,86.06,4.14,1.963361456,6.1
9/1/1983,1983,Sep,Kansas,92.39,1.92,-1.62301073,0.3
9/1/1983,1983,Sep,Kentucky,88.65,1.13,-1.586495717,0.57
9/1/1983,1983,Sep,Louisiana,90.47,4.98,-2.276327511,2.7
9/1/1983,1983,Sep,Maine,80.53,2.53,1.365409241,3.9
9/1/1983,1983,Sep,Maryland,86.1,2.83,-1.446535456,1.38
9/1/1983,1983,Sep,Massachusetts,81.97,1.92,1.600615098,3.52
9/1/1983,1983,Sep,Michigan,81.21,4.44,-1.143502682,3.3
9/1/1983,1983,Sep,Minnesota,79.46,3.34,0,3.34
9/1/1983,1983,Sep,Mississippi,89.73,3.74,0,3.74
9/1/1983,1983,Sep,Missouri,90.31,2.42,1.703103189,4.12
9/1/1983,1983,Sep,Montana,79.65,1.66,-0.836228518,0.82
9/1/1983,1983,Sep,Nebraska,90.48,1.57,-1.474480896,0.1
9/1/1983,1983,Sep,Nevada,102.46,1.21,-0.57776999,0.63
9/1/1983,1983,Sep,New Hampshire,80.23,2,-1.507383023,0.49
9/1/1983,1983,Sep,New Jersey,84.26,2.91,1.574216376,4.48
9/1/1983,1983,Sep,New Mexico,95.16,1.78,0,1.78
9/1/1983,1983,Sep,New York,83.34,2.57,-1.177106099,1.39
9/1/1983,1983,Sep,North Carolina,88.23,3.56,1.658813749,5.22
9/1/1983,1983,Sep,North Dakota,76.83,1.72,-1.303599854,0.42
9/1/1983,1983,Sep,Ohio,85.03,2.37,0,2.37
9/1/1983,1983,Sep,Oklahoma,95.14,1.94,-1.697151286,0.24
9/1/1983,1983,Sep,Oregon,84.43,0.72,2.124200068,2.84
9/1/1983,1983,Sep,Pennsylvania,83.12,2.41,1.278268482,3.69
9/1/1983,1983,Sep,Rhode Island,80.78,1.77,0,1.77
9/1/1983,1983,Sep,South Carolina,88.38,3.95,1.814417494,5.76
9/1/1983,1983,Sep,South Dakota,86.33,1.24,1.334197699,2.57
9/1/1983,1983,Sep,Tennessee,88.7,1.82,1.713352436,3.53
9/1/1983,1983,Sep,Texas,99.73,2.05,-1.374614157,0.68
9/1/1983,1983,Sep,Utah,94.84,1.68,0,1.68
9/1/1983,1983,Sep,Vermont,77.97,2.35,1.426016463,3.78
9/1/1983,1983,Sep,Virginia,87.19,2.4,0,2.4
9/1/1983,1983,Sep,Washington,77.86,2.16,2.555837471,4.72
9/1/1983,1983,Sep,West Virginia,84.04,1.56,0,1.56
9/1/1983,1983,Sep,Wisconsin,79.32,4.5,1.577388262,6.08
9/1/1983,1983,Sep,Wyoming,84.3,1.1,0,1.1
10/1/1983,1983,Oct,Alabama,82.4,2.45,0,2.45
10/1/1983,1983,Oct,Arizona,92.12,1.73,-0.826791784,0.9
10/1/1983,1983,Oct,Arkansas,81.11,3.03,1.958623226,4.99
10/1/1983,1983,Oct,California,93.49,1.28,0,1.28
10/1/1983,1983,Oct,Colorado,77.74,0.85,0.696928566,1.55
10/1/1983,1983,Oct,Connecticut,65.09,6.49,-1.749992199,4.74
10/1/1983,1983,Oct,Delaware,71.54,3.82,-1.581583976,2.24
10/1/1983,1983,Oct,District of Columbia,68.59,5.46,-1.564456752,3.9
10/1/1983,1983,Oct,Florida,89.62,3.89,2.59240158,6.48
10/1/1983,1983,Oct,Georgia,83.55,1.86,0,1.86
10/1/1983,1983,Oct,Idaho,71.59,1.61,-1.094930677,0.52
10/1/1983,1983,Oct,Illinois,73.91,4.68,1.503040962,6.18
10/1/1983,1983,Oct,Indiana,73.04,5.9,0,5.9
10/1/1983,1983,Oct,Iowa,68.09,3.31,-1.963361456,1.35
10/1/1983,1983,Oct,Kansas,77.54,3.11,-1.62301073,1.49
10/1/1983,1983,Oct,Kentucky,76.78,5.71,1.586495717,7.3
10/1/1983,1983,Oct,Louisiana,84.03,1.42,-2.276327511,0.71
10/1/1983,1983,Oct,Maine,62.72,2.79,-1.365409241,1.42
10/1/1983,1983,Oct,Maryland,72.37,4.83,0,4.83
10/1/1983,1983,Oct,Massachusetts,65.46,4.35,0,4.35
10/1/1983,1983,Oct,Michigan,66.6,3.65,-1.143502682,2.51
10/1/1983,1983,Oct,Minnesota,62.53,2.5,-1.611734087,0.89
10/1/1983,1983,Oct,Mississippi,83.03,2.24,2.041266881,4.28
10/1/1983,1983,Oct,Missouri,77.28,5.53,0,5.53
10/1/1983,1983,Oct,Montana,68.81,1.03,0,1.03
10/1/1983,1983,Oct,Nebraska,72.98,1.2,1.474480896,2.67
10/1/1983,1983,Oct,Nevada,88.79,0.98,0.57776999,1.56
10/1/1983,1983,Oct,New Hampshire,62.36,3.63,-1.507383023,2.12
10/1/1983,1983,Oct,New Jersey,69.36,4.78,0,4.78
10/1/1983,1983,Oct,New Mexico,83.05,1.97,0,1.97
10/1/1983,1983,Oct,New York,67.75,3.34,-1.177106099,2.16
10/1/1983,1983,Oct,North Carolina,79.06,3.75,-1.658813749,2.09
10/1/1983,1983,Oct,North Dakota,64.76,1.08,-1.303599854,0.54
10/1/1983,1983,Oct,Ohio,71.86,5.61,0,5.61
10/1/1983,1983,Oct,Oklahoma,81.94,6.52,0,6.52
10/1/1983,1983,Oct,Oregon,73.86,1.4,-2.124200068,0.7
10/1/1983,1983,Oct,Pennsylvania,69.42,4.03,0,4.03
10/1/1983,1983,Oct,Rhode Island,64.76,4.86,0,4.86
10/1/1983,1983,Oct,South Carolina,81.46,2.08,1.814417494,3.89
10/1/1983,1983,Oct,South Dakota,69.65,1.32,1.334197699,2.65
10/1/1983,1983,Oct,Tennessee,78.76,3.76,0,3.76
10/1/1983,1983,Oct,Texas,91.42,3.49,0,3.49
10/1/1983,1983,Oct,Utah,80.81,1.16,-0.632522852,0.53
10/1/1983,1983,Oct,Vermont,61.33,3.42,1.426016463,4.85
10/1/1983,1983,Oct,Virginia,75.85,5.31,1.422970034,6.73
10/1/1983,1983,Oct,Washington,68.32,2.03,-2.555837471,1.02
10/1/1983,1983,Oct,West Virginia,72.66,5.69,-1.346319937,4.34
10/1/1983,1983,Oct,Wisconsin,64.94,3.06,1.577388262,4.64
10/1/1983,1983,Oct,Wyoming,71.22,1.5,-0.67124255,0.83
11/1/1983,1983,Nov,Alabama,73.93,7.57,1.913030304,9.48
11/1/1983,1983,Nov,Arizona,78.87,1.2,-0.826791784,0.37
11/1/1983,1983,Nov,Arkansas,69.13,6.06,0,6.06
11/1/1983,1983,Nov,California,80.26,6.93,0,6.93
11/1/1983,1983,Nov,Colorado,61.47,2.48,-0.696928566,1.78
11/1/1983,1983,Nov,Connecticut,56.52,7.09,1.749992199,8.84
11/1/1983,1983,Nov,Delaware,62.24,5.48,0,5.48
11/1/1983,1983,Nov,District of Columbia,59.31,5.02,-1.564456752,3.46
11/1/1983,1983,Nov,Florida,84.17,3.58,2.59240158,6.17
11/1/1983,1983,Nov,Georgia,74.55,6.41,-1.734505994,4.68
11/1/1983,1983,Nov,Idaho,53.39,4.82,-1.094930677,3.73
11/1/1983,1983,Nov,Illinois,60.35,5.44,1.503040962,6.94
11/1/1983,1983,Nov,Indiana,59.46,4.65,1.478054356,6.13
11/1/1983,1983,Nov,Iowa,54.12,4.7,-1.963361456,2.74
11/1/1983,1983,Nov,Kansas,64.33,2.25,-1.62301073,0.63
11/1/1983,1983,Nov,Kentucky,63.17,5.13,1.586495717,6.72
11/1/1983,1983,Nov,Louisiana,76.13,5.8,2.276327511,8.08
11/1/1983,1983,Nov,Maine,51.43,9.42,-1.365409241,8.05
11/1/1983,1983,Nov,Maryland,63.12,5.27,-1.446535456,3.82
11/1/1983,1983,Nov,Massachusetts,57.15,8.11,-1.600615098,6.51
11/1/1983,1983,Nov,Michigan,54.09,3.15,0,3.15
11/1/1983,1983,Nov,Minnesota,45.31,2.8,-1.611734087,1.19
11/1/1983,1983,Nov,Mississippi,73.05,7.25,2.041266881,9.29
11/1/1983,1983,Nov,Missouri,63.29,6.91,1.703103189,8.61
11/1/1983,1983,Nov,Montana,50.53,1.58,0.836228518,2.42
11/1/1983,1983,Nov,Nebraska,56.21,2.51,0,2.51
11/1/1983,1983,Nov,Nevada,74.6,1.98,0.57776999,2.56
11/1/1983,1983,Nov,New Hampshire,52.64,8.81,-1.507383023,7.3
11/1/1983,1983,Nov,New Jersey,60.11,6.13,0,6.13
11/1/1983,1983,Nov,New Mexico,71.77,1.17,0,1.17
11/1/1983,1983,Nov,New York,58.07,4.93,1.177106099,6.11
11/1/1983,1983,Nov,North Carolina,70.06,4.53,-1.658813749,2.87
11/1/1983,1983,Nov,North Dakota,44.27,0.64,-1.303599854,0.32
11/1/1983,1983,Nov,Ohio,59.57,4.72,0,4.72
11/1/1983,1983,Nov,Oklahoma,70.06,2.29,1.697151286,3.99
11/1/1983,1983,Nov,Oregon,60.08,7.48,2.124200068,9.6
11/1/1983,1983,Nov,Pennsylvania,59.27,4.87,0,4.87
11/1/1983,1983,Nov,Rhode Island,56.84,9.59,-1.753651829,7.84
11/1/1983,1983,Nov,South Carolina,72.1,4.46,1.814417494,6.27
11/1/1983,1983,Nov,South Dakota,49.09,1.59,-1.334197699,0.26
11/1/1983,1983,Nov,Tennessee,65.31,7.21,0,7.21
11/1/1983,1983,Nov,Texas,86.02,1.93,0,1.93
11/1/1983,1983,Nov,Utah,65.58,2.45,-0.632522852,1.82
11/1/1983,1983,Nov,Vermont,49.08,7.4,-1.426016463,5.97
11/1/1983,1983,Nov,Virginia,66.43,4.59,1.422970034,6.01
11/1/1983,1983,Nov,Washington,57.3,12.07,0,12.07
11/1/1983,1983,Nov,West Virginia,61.59,4.14,-1.346319937,2.79
11/1/1983,1983,Nov,Wisconsin,50.83,3.74,1.577388262,5.32
11/1/1983,1983,Nov,Wyoming,51.11,2.41,0.67124255,3.08
12/1/1983,1983,Dec,Alabama,62.27,9.25,-1.913030304,7.34
12/1/1983,1983,Dec,Arizona,71.83,1.44,0,1.44
12/1/1983,1983,Dec,Arkansas,46.68,6.5,-1.958623226,4.54
12/1/1983,1983,Dec,California,74.72,7.69,-2.131408253,5.56
12/1/1983,1983,Dec,Colorado,49.65,2.5,0,2.5
12/1/1983,1983,Dec,Connecticut,42.87,6.96,-1.749992199,5.21
12/1/1983,1983,Dec,Delaware,48.59,6.13,0,6.13
12/1/1983,1983,Dec,District of Columbia,41.77,6.36,0,6.36
12/1/1983,1983,Dec,Florida,82.3,5.95,2.59240158,8.54
12/1/1983,1983,Dec,Georgia,64.95,7.48,1.734505994,9.21
12/1/1983,1983,Dec,Idaho,38.11,4.3,0,4.3
12/1/1983,1983,Dec,Illinois,35.68,3.42,0,3.42
12/1/1983,1983,Dec,Indiana,36.37,3.75,1.478054356,5.23
12/1/1983,1983,Dec,Iowa,24.37,1.13,-1.963361456,0.57
12/1/1983,1983,Dec,Kansas,38.28,0.85,0,0.85
12/1/1983,1983,Dec,Kentucky,45.87,4.43,0,4.43
12/1/1983,1983,Dec,Louisiana,65.91,7.69,-2.276327511,5.41
12/1/1983,1983,Dec,Maine,38.45,6.23,1.365409241,7.6
12/1/1983,1983,Dec,Maryland,49.72,6.33,0,6.33
12/1/1983,1983,Dec,Massachusetts,44.61,6.02,-1.600615098,4.42
12/1/1983,1983,Dec,Michigan,31.2,2.75,1.143502682,3.89
12/1/1983,1983,Dec,Minnesota,21.43,0.9,0,0.9
12/1/1983,1983,Dec,Mississippi,61.56,9.81,2.041266881,11.85
12/1/1983,1983,Dec,Missouri,39.16,2.81,0,2.81
12/1/1983,1983,Dec,Montana,30.01,1.21,-0.836228518,0.37
12/1/1983,1983,Dec,Nebraska,30.16,0.56,-1.474480896,0.28
12/1/1983,1983,Dec,Nevada,67.36,2.85,0,2.85
12/1/1983,1983,Dec,New Hampshire,38.18,6.25,1.507383023,7.76
12/1/1983,1983,Dec,New Jersey,46.07,7.3,-1.574216376,5.73
12/1/1983,1983,Dec,New Mexico,67.53,0.97,-0.860242829,0.11
12/1/1983,1983,Dec,New York,44.08,5.97,-1.177106099,4.79
12/1/1983,1983,Dec,North Carolina,60.86,6.88,1.658813749,8.54
12/1/1983,1983,Dec,North Dakota,14.93,0.42,-1.303599854,0.21
12/1/1983,1983,Dec,Ohio,39.6,3.32,1.277318979,4.6
12/1/1983,1983,Dec,Oklahoma,47,0.95,1.697151286,2.65
12/1/1983,1983,Dec,Oregon,54.92,7.43,-2.124200068,5.31
12/1/1983,1983,Dec,Pennsylvania,42.35,5.56,1.278268482,6.84
12/1/1983,1983,Dec,Rhode Island,43.42,6.14,0,6.14
12/1/1983,1983,Dec,South Carolina,62.06,6.86,0,6.86
12/1/1983,1983,Dec,South Dakota,26.25,0.58,1.334197699,1.91
12/1/1983,1983,Dec,Tennessee,50.21,7.35,-1.713352436,5.64
12/1/1983,1983,Dec,Texas,72.78,1.1,1.374614157,2.47
12/1/1983,1983,Dec,Utah,57.53,2.7,0.632522852,3.33
12/1/1983,1983,Dec,Vermont,33.57,6.5,-1.426016463,5.07
12/1/1983,1983,Dec,Virginia,54.23,5.36,0,5.36
12/1/1983,1983,Dec,Washington,45.65,5.14,-2.555837471,2.58
12/1/1983,1983,Dec,West Virginia,44.7,4.12,0,4.12
12/1/1983,1983,Dec,Wisconsin,25.53,1.47,-1.577388262,0.74
12/1/1983,1983,Dec,Wyoming,35.32,1.59,0,1.59
1/1/1984,1984,Jan,Alabama,61.35,4.11,1.913030304,6.02
1/1/1984,1984,Jan,Arizona,72.77,0.44,0,0.44
1/1/1984,1984,Jan,Arkansas,54.53,1.67,-1.958623226,0.84
1/1/1984,1984,Jan,California,77.19,0.4,-2.131408253,0.2
1/1/1984,1984,Jan,Colorado,50.13,0.62,-0.696928566,0.31
1/1/1984,1984,Jan,Connecticut,36.8,2.07,-1.749992199,0.32
1/1/1984,1984,Jan,Delaware,42.99,2.58,1.581583976,4.16
1/1/1984,1984,Jan,District of Columbia,40.14,1.6,-1.564456752,0.04
1/1/1984,1984,Jan,Florida,80.06,2.11,-2.59240158,1.06
1/1/1984,1984,Jan,Georgia,64.02,4.89,-1.734505994,3.16
1/1/1984,1984,Jan,Idaho,43.89,1.71,0,1.71
1/1/1984,1984,Jan,Illinois,41.27,0.73,0,0.73
1/1/1984,1984,Jan,Indiana,39.13,0.92,0,0.92
1/1/1984,1984,Jan,Iowa,35.58,0.51,1.963361456,2.47
1/1/1984,1984,Jan,Kansas,49.52,0.39,0,0.39
1/1/1984,1984,Jan,Kentucky,45.79,1.45,-1.586495717,0.73
1/1/1984,1984,Jan,Louisiana,62.02,3.87,0,3.87
1/1/1984,1984,Jan,Maine,33.12,1.94,1.365409241,3.31
1/1/1984,1984,Jan,Maryland,44.3,2.06,0,2.06
1/1/1984,1984,Jan,Massachusetts,38.83,2.36,1.600615098,3.96
1/1/1984,1984,Jan,Michigan,31.52,1.09,1.143502682,2.23
1/1/1984,1984,Jan,Minnesota,30.65,0.53,0,0.53
1/1/1984,1984,Jan,Mississippi,60.04,3.39,0,3.39
1/1/1984,1984,Jan,Missouri,48.99,0.58,0,0.58
1/1/1984,1984,Jan,Montana,45.64,1.03,0.836228518,1.87
1/1/1984,1984,Jan,Nebraska,42.15,0.26,1.474480896,1.73
1/1/1984,1984,Jan,Nevada,68.36,0.33,0,0.33
1/1/1984,1984,Jan,New Hampshire,33.1,1.82,-1.507383023,0.31
1/1/1984,1984,Jan,New Jersey,41.24,2.01,0,2.01
1/1/1984,1984,Jan,New Mexico,62.04,0.41,0,0.41
1/1/1984,1984,Jan,New York,37.82,1.63,0,1.63
1/1/1984,1984,Jan,North Carolina,57.02,3.45,0,3.45
1/1/1984,1984,Jan,North Dakota,34.86,0.5,-1.303599854,0.25
1/1/1984,1984,Jan,Ohio,39.13,1.07,1.277318979,2.35
1/1/1984,1984,Jan,Oklahoma,55.87,0.63,0,0.63
1/1/1984,1984,Jan,Oregon,59.57,2.28,0,2.28
1/1/1984,1984,Jan,Pennsylvania,38.86,1.52,1.278268482,2.8
1/1/1984,1984,Jan,Rhode Island,37.74,2.47,0,2.47
1/1/1984,1984,Jan,South Carolina,59.73,4.37,1.814417494,6.18
1/1/1984,1984,Jan,South Dakota,42.22,0.21,-1.334197699,0.11
1/1/1984,1984,Jan,Tennessee,50.08,2.23,-1.713352436,0.52
1/1/1984,1984,Jan,Texas,68.87,1.47,-1.374614157,0.1
1/1/1984,1984,Jan,Utah,58.99,0.49,0,0.49
1/1/1984,1984,Jan,Vermont,30.28,1.54,1.426016463,2.97
1/1/1984,1984,Jan,Virginia,50.33,2.46,-1.422970034,1.04
1/1/1984,1984,Jan,Washington,53,6.26,-2.555837471,3.7
1/1/1984,1984,Jan,West Virginia,43.06,1.73,-1.346319937,0.38
1/1/1984,1984,Jan,Wisconsin,29.69,0.53,1.577388262,2.11
1/1/1984,1984,Jan,Wyoming,43.88,0.59,-0.67124255,0.3
2/1/1984,1984,Feb,Alabama,69.21,4.09,1.913030304,6
2/1/1984,1984,Feb,Arizona,76.27,0.09,0.826791784,0.92
2/1/1984,1984,Feb,Arkansas,64.92,4.49,0,4.49
2/1/1984,1984,Feb,California,81.07,2.51,0,2.51
2/1/1984,1984,Feb,Colorado,57.65,0.91,0.696928566,1.61
2/1/1984,1984,Feb,Connecticut,48.49,5.56,-1.749992199,3.81
2/1/1984,1984,Feb,Delaware,55.18,4.08,0,4.08
2/1/1984,1984,Feb,District of Columbia,52.38,3.97,0,3.97
2/1/1984,1984,Feb,Florida,81.63,3.92,0,3.92
2/1/1984,1984,Feb,Georgia,70.68,4.54,0,4.54
2/1/1984,1984,Feb,Idaho,49.59,2.1,0,2.1
2/1/1984,1984,Feb,Illinois,55.52,2.19,0,2.19
2/1/1984,1984,Feb,Indiana,54.95,1.89,-1.478054356,0.41
2/1/1984,1984,Feb,Iowa,51.28,0.98,0,0.98
2/1/1984,1984,Feb,Kansas,62.63,0.99,-1.62301073,0.5
2/1/1984,1984,Feb,Kentucky,59.51,3.59,-1.586495717,2
2/1/1984,1984,Feb,Louisiana,70,6.51,0,6.51
2/1/1984,1984,Feb,Maine,45.06,4.14,1.365409241,5.51
2/1/1984,1984,Feb,Maryland,56.86,4.39,-1.446535456,2.94
2/1/1984,1984,Feb,Massachusetts,48.88,6.31,1.600615098,7.91
2/1/1984,1984,Feb,Michigan,47.35,1.16,1.143502682,2.3
